iter	RMSE
522	3.894848981
523	3.893176826
524	3.891853873
525	3.888141842
526	3.886733054
527	3.881551121
528	3.876473538
529	3.872982132
530	3.869519552
531	3.867075499
532	3.863603956
533	3.861826148
534	3.860417747
535	3.859097527
536	3.855339422
537	3.850719073
538	3.84692255
539	3.84511688
540	3.840828607
541	3.839581559
542	3.836503936
543	3.834085667
544	3.831815542
545	3.831314925
546	3.828237619
547	3.827800307
548	3.824639541
549	3.821578864
550	3.819280749
551	3.813144967
552	3.812586533
553	3.810153051
554	3.808126872
555	3.807344776
556	3.806586116
557	3.802890028
558	3.798774646
559	3.797618926
560	3.797036411
561	3.796617129
562	3.794830417
563	3.792558579
564	3.791588073
565	3.790055874
566	3.789379095
567	3.786915876
568	3.786475199
569	3.78418026
570	3.781688718
571	3.778678686
572	3.778331737
573	3.777443415
574	3.776164072
575	3.772285767
576	3.770084387
577	3.767980148
578	3.76760729
579	3.766917656
580	3.766578325
581	3.765195077
582	3.762464182
583	3.762149579
584	3.760877068
585	3.758764257
586	3.756705242
587	3.756142563
588	3.751514392
589	3.75018972
590	3.748806947
591	3.747670808
592	3.745503323
593	3.743491654
594	3.740504423
595	3.738148756
596	3.733903082
597	3.733569626
598	3.733275797
599	3.73146492
600	3.728771607
601	3.727022391
602	3.724889237
603	3.72226187
604	3.720262012
605	3.719768557
606	3.71741432
607	3.716325052
608	3.712985546
609	3.71268796
610	3.711218456
611	3.710425271
612	3.708233892
613	3.707499784
614	3.703107174
615	3.702807873
616	3.702263281
617	3.701603654
618	3.699283514
619	3.698292224
620	3.695558596
621	3.692377295
622	3.690389601
623	3.686850518
624	3.68649056
625	3.685994847
626	3.684659111
627	3.682424982
628	3.682074559
629	3.680214318
630	3.679099077
631	3.67757957
632	3.674835411
633	3.669676635
634	3.668028055
635	3.665830658
636	3.662962166
637	3.662438867
638	3.660499669
639	3.659976402
640	3.65813491
641	3.654196882
642	3.651716238
643	3.650330763
644	3.648871431
645	3.648545479
646	3.645216135
647	3.64302834
648	3.639439048
649	3.637333262
650	3.636413282
651	3.635397192
652	3.633256769
653	3.628701107
654	3.627624117
655	3.626174768
656	3.623705287
657	3.622887054
658	3.620448393
659	3.617791758
660	3.617490966
661	3.616360325
662	3.614230412
663	3.612491889
664	3.610470051
665	3.60867093
666	3.607592818
667	3.605760368
668	3.604420544
669	3.602714004
670	3.600146314
671	3.598359692
672	3.597383333
673	3.594491129
674	3.593972264
675	3.593210646
676	3.590242902
677	3.588987555
678	3.587840646
679	3.585436006
680	3.585085098
681	3.583053385
682	3.581824808
683	3.578789193
684	3.57814657
685	3.576567279
686	3.576051112
687	3.57580681
688	3.575567123
689	3.573812195
690	3.572717923
691	3.569485669
692	3.569068074
693	3.566995118
694	3.564184544
695	3.562562309
696	3.561709341
697	3.560657901
698	3.557553589
699	3.554593961
700	3.55159375
701	3.55056621
702	3.549347762
703	3.547810525
704	3.547071565
705	3.545836439
706	3.54383999
707	3.5435204
708	3.540843981
709	3.538256655
710	3.536477442
711	3.534506908
712	3.531245094
713	3.530045952
714	3.529818611
715	3.527597906
716	3.525873777
717	3.525389104
718	3.524502527
719	3.52354093
720	3.521865017
721	3.519662649
722	3.51638953
723	3.514312458
724	3.513320024
725	3.511326441
726	3.508098741
727	3.506116996
728	3.505201665
729	3.504103392
730	3.503607268
731	3.503436724
732	3.501019311
733	3.499811025
734	3.498736433
735	3.498515487
736	3.498015793
737	3.49719449
738	3.496247047
739	3.49363725
740	3.490947765
741	3.489527783
742	3.486857851
743	3.486151469
744	3.484974806
745	3.483614277
746	3.482715308
747	3.479904821
748	3.477125893
749	3.475967227
750	3.47495961
751	3.472705443
752	3.472222906
753	3.469680457
754	3.467954818
755	3.466751009
756	3.464965171
757	3.463733245
758	3.46079457
759	3.460265136
760	3.457600153
761	3.455547809
762	3.453433406
763	3.452429212
764	3.450721827
765	3.449995134
766	3.447566464
767	3.445354533
768	3.445009339
769	3.442757961
770	3.441894031
771	3.440392913
772	3.438418123
773	3.43618504
774	3.434772231
775	3.434564263
776	3.434253745
777	3.433134319
778	3.432212465
779	3.430450106
780	3.428861984
781	3.427026777
782	3.426784128
783	3.426071593
784	3.42538167
785	3.424250658
786	3.42247578
787	3.42158724
788	3.419669333
789	3.418345126
790	3.416782184
791	3.415961739
792	3.41415017
793	3.411801715
794	3.41060679
795	3.409897059
796	3.409592338
797	3.409033038
798	3.407516419
799	3.406580444
800	3.403860244
801	3.40366991
802	3.402240672
803	3.400115895
804	3.39836159
805	3.39757913
806	3.395136783
807	3.393526596
808	3.392941576
809	3.391079964
810	3.388284075
811	3.38797394
812	3.387513691
813	3.38537997
814	3.384343326
815	3.382538123
816	3.382115714
817	3.380890969
818	3.37997406
819	3.377693199
820	3.374059849
821	3.372039604
822	3.36972979
823	3.367531088
824	3.367320363
825	3.365447446
826	3.365201925
827	3.364131024
828	3.363689946
829	3.361859856
830	3.361274448
831	3.359195693
832	3.355412618
833	3.351987736
834	3.351177182
835	3.350251301
836	3.34848283
837	3.347226863
838	3.346859007
839	3.345360461
840	3.342307545
841	3.34017651
842	3.339047821
843	3.336704987
844	3.334763617
845	3.333569472
846	3.331341549
847	3.330731539
848	3.328715337
849	3.328310637
850	3.326644684
851	3.32623682
852	3.324783739
853	3.322395406
854	3.320891503
855	3.319929779
856	3.317242718
857	3.315508767
858	3.312807226
859	3.310746345
860	3.308358465
861	3.306654851
862	3.305451805
863	3.304620601
864	3.303593673
865	3.301588926
866	3.301368764
867	3.300963099
868	3.300326096
869	3.299525666
870	3.298090629
871	3.295291082
872	3.294888894
873	3.293265322
874	3.292968158
875	3.290664761
876	3.288366489
877	3.284163257
878	3.28196226
879	3.281168657
880	3.279310047
881	3.278170822
882	3.276503007
883	3.2751265
884	3.274114527
885	3.273691453
886	3.273520421
887	3.272880663
888	3.271193282
889	3.269349823
890	3.268543785
891	3.268338064
892	3.267725988
893	3.266978206
894	3.264899811
895	3.264608725
896	3.261905606
897	3.260220917
898	3.258640708
899	3.257786813
900	3.254803963
901	3.254767113
902	3.253388379
903	3.253246169
904	3.251523606
905	3.251469113
906	3.250863255
907	3.250292235
908	3.248194228
909	3.247129215
910	3.246889845
911	3.24542371
912	3.245209208
913	3.243671358
914	3.241286346
915	3.239574456
916	3.238834894
917	3.235217692
918	3.235008615
919	3.234022342
920	3.230076387
921	3.229177918
922	3.228210267
923	3.227411804
924	3.226191794
925	3.224960566
926	3.223459237
927	3.220503109
928	3.218786294
929	3.217861531
930	3.217530126
931	3.216511762
932	3.213181984
933	3.212969341
934	3.210845399
935	3.208026659
936	3.20705213
937	3.205695949
938	3.204132437
939	3.202752936
940	3.200242079
941	3.198891204
942	3.198409631
943	3.195440745
944	3.193810621
945	3.192133528
946	3.191805358
947	3.190293173
948	3.190121889
949	3.188444027
950	3.185409769
951	3.18356835
952	3.18320894
953	3.181577773
954	3.179180777
955	3.177684052
956	3.177299265
957	3.176223257
958	3.173338127
959	3.170239467
960	3.169146273
961	3.167328049
962	3.166498279
963	3.163404136
964	3.162039685
965	3.159880223
966	3.157950803
967	3.154801259
968	3.154048259
969	3.153036487
970	3.151810904
971	3.151506761
972	3.149624379
973	3.148172737
974	3.148015792
975	3.146599731
976	3.146094701
977	3.144831165
978	3.140651292
979	3.13673175
980	3.136629162
981	3.134927218
982	3.133277568
983	3.132660178
984	3.132031005
985	3.130957095
986	3.128916633
987	3.127838541
988	3.127512818
989	3.126747671
990	3.125850627
991	3.123276598
992	3.121624234
993	3.1211331
994	3.120941483
995	3.118959423
996	3.118550456
997	3.117019976
998	3.115818984
999	3.113717056
